date,state,cases_new,Total cases as of date
18/1/2021,Perak,114,4481
18/1/2021,Perlis,16,114
18/1/2021,Penang,145,6292
18/1/2021,Sabah,432,44076
18/1/2021,Sarawak,100,2211
18/1/2021,Selangor,1213,48048
18/1/2021,Terengganu,20,875
18/1/2021,Kuala Lumpur,250,18375
18/1/2021,Labuan,14,1917
18/1/2021,Putrajaya,15,588
19/1/2021,Johor,368,14069
19/1/2021,Kedah,114,4525
19/1/2021,Kelantan,133,2266
19/1/2021,Melaka,122,2238
19/1/2021,Negeri Sembilan,139,10254
19/1/2021,Pahang,31,2318
19/1/2021,Perak,135,4616
19/1/2021,Perlis,3,117
19/1/2021,Penang,124,6416
19/1/2021,Sabah,526,44602
19/1/2021,Sarawak,156,2367
19/1/2021,Selangor,1199,49247
19/1/2021,Terengganu,33,908
19/1/2021,Kuala Lumpur,521,18896
19/1/2021,Labuan,1,1918
19/1/2021,Putrajaya,26,614
20/1/2021,Johor,470,14539
20/1/2021,Kedah,142,4667
20/1/2021,Kelantan,121,2387
20/1/2021,Melaka,132,2370
20/1/2021,Negeri Sembilan,176,10430
20/1/2021,Pahang,52,2370
20/1/2021,Perak,170,4786
20/1/2021,Perlis,3,120
20/1/2021,Penang,124,6540
20/1/2021,Sabah,406,45008
20/1/2021,Sarawak,203,2570
20/1/2021,Selangor,1391,50638
20/1/2021,Terengganu,81,989
20/1/2021,Kuala Lumpur,513,19409
20/1/2021,Labuan,1,1919
20/1/2021,Putrajaya,23,637
21/1/2021,Johor,423,14962
21/1/2021,Kedah,156,4823
21/1/2021,Kelantan,135,2522
21/1/2021,Melaka,106,2476
21/1/2021,Negeri Sembilan,102,10532
21/1/2021,Pahang,48,2418
21/1/2021,Perak,245,5031
21/1/2021,Perlis,8,128
21/1/2021,Penang,171,6711
21/1/2021,Sabah,401,45409
21/1/2021,Sarawak,132,2702
21/1/2021,Selangor,545,51183
21/1/2021,Terengganu,57,1046
21/1/2021,Kuala Lumpur,576,19985
21/1/2021,Labuan,32,1951
21/1/2021,Putrajaya,33,670
22/1/2021,Johor,466,15428
22/1/2021,Kedah,166,4989
22/1/2021,Kelantan,161,2683
22/1/2021,Melaka,82,2558
22/1/2021,Negeri Sembilan,197,10729
22/1/2021,Pahang,61,2479
22/1/2021,Perak,138,5169
22/1/2021,Perlis,13,141
22/1/2021,Penang,202,6913
22/1/2021,Sabah,453,45862
22/1/2021,Sarawak,229,2931
22/1/2021,Selangor,782,51965
22/1/2021,Terengganu,178,1224
22/1/2021,Kuala Lumpur,435,20420
22/1/2021,Labuan,29,1980
22/1/2021,Putrajaya,39,709
23/1/2021,Johor,425,15853
23/1/2021,Kedah,105,5094
23/1/2021,Kelantan,78,2761
23/1/2021,Melaka,278,2836
23/1/2021,Negeri Sembilan,108,10837
23/1/2021,Pahang,75,2554
23/1/2021,Perak,208,5377
23/1/2021,Perlis,7,148
23/1/2021,Penang,162,7075
23/1/2021,Sabah,498,46360
23/1/2021,Sarawak,193,3124
23/1/2021,Selangor,1421,53386
23/1/2021,Terengganu,131,1355
23/1/2021,Kuala Lumpur,548,20968
23/1/2021,Labuan,3,1983
23/1/2021,Putrajaya,35,744
24/1/2021,Johor,378,16231
24/1/2021,Kedah,85,5179
24/1/2021,Kelantan,77,2838
24/1/2021,Melaka,152,2988
24/1/2021,Negeri Sembilan,160,10997
24/1/2021,Pahang,63,2617
24/1/2021,Perak,46,5423
24/1/2021,Perlis,3,151
24/1/2021,Penang,90,7165
24/1/2021,Sabah,431,46791
24/1/2021,Sarawak,255,3379
24/1/2021,Selangor,950,54336
24/1/2021,Terengganu,179,1534
24/1/2021,Kuala Lumpur,390,21358
24/1/2021,Labuan,49,2032
24/1/2021,Putrajaya,38,782
25/1/2021,Johor,529,16760
25/1/2021,Kedah,74,5253
25/1/2021,Kelantan,89,2927
25/1/2021,Melaka,90,3078
25/1/2021,Negeri Sembilan,95,11092
25/1/2021,Pahang,46,2663
25/1/2021,Perak,103,5526
25/1/2021,Perlis,3,154
25/1/2021,Penang,110,7275
25/1/2021,Sabah,348,47139
25/1/2021,Sarawak,120,3499
25/1/2021,Selangor,1035,55371
25/1/2021,Terengganu,79,1613
25/1/2021,Kuala Lumpur,305,21663
25/1/2021,Labuan,0,2032
25/1/2021,Putrajaya,22,804
26/1/2021,Johor,516,17276
26/1/2021,Kedah,88,5341
26/1/2021,Kelantan,76,3003
26/1/2021,Melaka,92,3170
26/1/2021,Negeri Sembilan,129,11221
26/1/2021,Pahang,15,2678
26/1/2021,Perak,58,5584
26/1/2021,Perlis,2,156
26/1/2021,Penang,104,7379
26/1/2021,Sabah,303,47442
26/1/2021,Sarawak,205,3704
26/1/2021,Selangor,1295,56666
26/1/2021,Terengganu,76,1689
26/1/2021,Kuala Lumpur,610,22273
26/1/2021,Labuan,1,2033
26/1/2021,Putrajaya,15,819
27/1/2021,Johor,1069,18345
27/1/2021,Kedah,76,5417
27/1/2021,Kelantan,60,3063
27/1/2021,Melaka,63,3233
27/1/2021,Negeri Sembilan,112,11333
27/1/2021,Pahang,42,2720
27/1/2021,Perak,181,5765
27/1/2021,Perlis,3,159
27/1/2021,Penang,101,7480
27/1/2021,Sabah,295,47737
27/1/2021,Sarawak,70,3774
27/1/2021,Selangor,822,57488
27/1/2021,Terengganu,68,1757
27/1/2021,Kuala Lumpur,698,22971
27/1/2021,Labuan,1,2034
27/1/2021,Putrajaya,19,838
28/1/2021,Johor,717,19062
28/1/2021,Kedah,92,5509
28/1/2021,Kelantan,37,3100
28/1/2021,Melaka,73,3306
28/1/2021,Negeri Sembilan,48,11381
28/1/2021,Pahang,72,2792
28/1/2021,Perak,94,5859
28/1/2021,Perlis,9,168
28/1/2021,Penang,99,7579
28/1/2021,Sabah,282,48019
28/1/2021,Sarawak,171,3945
28/1/2021,Selangor,1577,59065
28/1/2021,Terengganu,80,1837
28/1/2021,Kuala Lumpur,678,23649
28/1/2021,Labuan,55,2089
28/1/2021,Putrajaya,10,848
29/1/2021,Johor,684,19746
29/1/2021,Kedah,125,5634
29/1/2021,Kelantan,93,3193
29/1/2021,Melaka,74,3380
29/1/2021,Negeri Sembilan,69,11450
29/1/2021,Pahang,67,2859
29/1/2021,Perak,73,5932
29/1/2021,Perlis,3,171
29/1/2021,Penang,99,7678
29/1/2021,Sabah,288,48307
29/1/2021,Sarawak,179,4124
29/1/2021,Selangor,3126,62191
29/1/2021,Terengganu,137,1974
29/1/2021,Kuala Lumpur,687,24336
29/1/2021,Labuan,5,2094
29/1/2021,Putrajaya,16,864
30/1/2021,Johor,792,20538
30/1/2021,Kedah,99,5733
30/1/2021,Kelantan,28,3221
30/1/2021,Melaka,42,3422
30/1/2021,Negeri Sembilan,158,11608
30/1/2021,Pahang,51,2910
30/1/2021,Perak,112,6044
30/1/2021,Perlis,0,171
30/1/2021,Penang,101,7779
30/1/2021,Sabah,263,48570
30/1/2021,Sarawak,191,4315
30/1/2021,Selangor,3285,65476
30/1/2021,Terengganu,85,2059
30/1/2021,Kuala Lumpur,480,24816
30/1/2021,Labuan,29,2123
30/1/2021,Putrajaya,12,876
31/1/2021,Johor,1020,21558
31/1/2021,Kedah,53,5786
31/1/2021,Kelantan,30,3251
31/1/2021,Melaka,153,3575
31/1/2021,Negeri Sembilan,42,11650
31/1/2021,Pahang,74,2984
31/1/2021,Perak,63,6107
31/1/2021,Perlis,5,176
31/1/2021,Penang,69,7848
31/1/2021,Sabah,298,48868
31/1/2021,Sarawak,135,4450
31/1/2021,Selangor,2460,67936
31/1/2021,Terengganu,83,2142
31/1/2021,Kuala Lumpur,783,25599
31/1/2021,Labuan,24,2147
31/1/2021,Putrajaya,6,882
1/2/2021,Johor,1068,22626
1/2/2021,Kedah,47,5833
1/2/2021,Kelantan,57,3308
1/2/2021,Melaka,85,3660
1/2/2021,Negeri Sembilan,91,11741
1/2/2021,Pahang,54,3038
1/2/2021,Perak,193,6300
1/2/2021,Perlis,0,176
1/2/2021,Penang,119,7967
1/2/2021,Sabah,276,49144
1/2/2021,Sarawak,105,4555
1/2/2021,Selangor,1362,69298
1/2/2021,Terengganu,38,2180
1/2/2021,Kuala Lumpur,702,26301
1/2/2021,Labuan,7,2154
1/2/2021,Putrajaya,10,892
2/2/2021,Johor,708,23334
2/2/2021,Kedah,59,5892
2/2/2021,Kelantan,31,3339
2/2/2021,Melaka,62,3722
2/2/2021,Negeri Sembilan,79,11820
2/2/2021,Pahang,63,3101
2/2/2021,Perak,84,6384
2/2/2021,Perlis,1,177
2/2/2021,Penang,85,8052
2/2/2021,Sabah,276,49420
2/2/2021,Sarawak,121,4676
2/2/2021,Selangor,1145,70443
2/2/2021,Terengganu,115,2295
2/2/2021,Kuala Lumpur,619,26920
2/2/2021,Labuan,1,2155
2/2/2021,Putrajaya,6,898
3/2/2021,Johor,964,24298
3/2/2021,Kedah,124,6016
3/2/2021,Kelantan,65,3404
3/2/2021,Melaka,53,3775
3/2/2021,Negeri Sembilan,133,11953
3/2/2021,Pahang,66,3167
3/2/2021,Perak,106,6490
3/2/2021,Perlis,0,177
3/2/2021,Penang,122,8174
3/2/2021,Sabah,190,49610
3/2/2021,Sarawak,148,4824
3/2/2021,Selangor,1572,72015
3/2/2021,Terengganu,55,2350
3/2/2021,Kuala Lumpur,651,27571
3/2/2021,Labuan,21,2176
3/2/2021,Putrajaya,14,912
4/2/2021,Johor,664,24962
4/2/2021,Kedah,51,6067
4/2/2021,Kelantan,48,3452
4/2/2021,Melaka,238,4013
4/2/2021,Negeri Sembilan,100,12053
4/2/2021,Pahang,78,3245
4/2/2021,Perak,163,6653
4/2/2021,Perlis,0,177
4/2/2021,Penang,157,8331
4/2/2021,Sabah,175,49785
4/2/2021,Sarawak,270,5094
4/2/2021,Selangor,2056,74071
4/2/2021,Terengganu,69,2419
4/2/2021,Kuala Lumpur,481,28052
4/2/2021,Labuan,1,2177
4/2/2021,Putrajaya,20,932
5/2/2021,Johor,598,25560
5/2/2021,Kedah,91,6158
5/2/2021,Kelantan,58,3510
5/2/2021,Melaka,141,4154
5/2/2021,Negeri Sembilan,116,12169
5/2/2021,Pahang,51,3296
5/2/2021,Perak,92,6745
5/2/2021,Perlis,1,178
5/2/2021,Penang,149,8480
5/2/2021,Sabah,196,49981
5/2/2021,Sarawak,178,5272
5/2/2021,Selangor,1228,75299
5/2/2021,Terengganu,84,2503
5/2/2021,Kuala Lumpur,395,28447
5/2/2021,Labuan,7,2184
5/2/2021,Putrajaya,6,938
6/2/2021,Johor,585,26145
6/2/2021,Kedah,64,6222
6/2/2021,Kelantan,62,3572
6/2/2021,Melaka,329,4483
6/2/2021,Negeri Sembilan,133,12302
6/2/2021,Pahang,48,3344
6/2/2021,Perak,36,6781
6/2/2021,Perlis,4,182
6/2/2021,Penang,211,8691
6/2/2021,Sabah,233,50214
6/2/2021,Sarawak,185,5457
6/2/2021,Selangor,1481,76780
6/2/2021,Terengganu,56,2559
6/2/2021,Kuala Lumpur,402,28849
6/2/2021,Labuan,10,2194
6/2/2021,Putrajaya,8,946
7/2/2021,Johor,499,26644
7/2/2021,Kedah,43,6265
7/2/2021,Kelantan,32,3604
7/2/2021,Melaka,313,4796
7/2/2021,Negeri Sembilan,92,12394
7/2/2021,Pahang,34,3378
7/2/2021,Perak,71,6852
7/2/2021,Perlis,2,184
7/2/2021,Penang,250,8941
7/2/2021,Sabah,160,50374
7/2/2021,Sarawak,219,5676
7/2/2021,Selangor,1606,78386
7/2/2021,Terengganu,29,2588
7/2/2021,Kuala Lumpur,372,29221
7/2/2021,Labuan,0,2194
7/2/2021,Putrajaya,9,955
8/2/2021,Johor,490,27134
8/2/2021,Kedah,37,6302
8/2/2021,Kelantan,30,3634
8/2/2021,Melaka,344,5140
8/2/2021,Negeri Sembilan,104,12498
8/2/2021,Pahang,28,3406
8/2/2021,Perak,72,6924
8/2/2021,Perlis,4,188
8/2/2021,Penang,209,9150
8/2/2021,Sabah,169,50543
8/2/2021,Sarawak,84,5760
8/2/2021,Selangor,1196,79582
8/2/2021,Terengganu,30,2618
8/2/2021,Kuala Lumpur,295,29516
8/2/2021,Labuan,0,2194
8/2/2021,Putrajaya,8,963
9/2/2021,Johor,521,27655
9/2/2021,Kedah,59,6361
9/2/2021,Kelantan,62,3696
9/2/2021,Melaka,203,5343
9/2/2021,Negeri Sembilan,99,12597
9/2/2021,Pahang,32,3438
9/2/2021,Perak,40,6964
9/2/2021,Perlis,0,188
9/2/2021,Penang,119,9269
9/2/2021,Sabah,180,50723
9/2/2021,Sarawak,111,5871
9/2/2021,Selangor,862,80444
9/2/2021,Terengganu,34,2652
9/2/2021,Kuala Lumpur,422,29938
9/2/2021,Labuan,10,2204
9/2/2021,Putrajaya,10,973
10/2/2021,Johor,369,28024
10/2/2021,Kedah,48,6409
10/2/2021,Kelantan,44,3740
10/2/2021,Melaka,92,5435
10/2/2021,Negeri Sembilan,157,12754
10/2/2021,Pahang,14,3452
10/2/2021,Perak,42,7006
10/2/2021,Perlis,0,188
10/2/2021,Penang,59,9328
10/2/2021,Sabah,132,50855
10/2/2021,Sarawak,135,6006
10/2/2021,Selangor,1757,82201
10/2/2021,Terengganu,24,2676
10/2/2021,Kuala Lumpur,408,30346
10/2/2021,Labuan,3,2207
10/2/2021,Putrajaya,4,977
11/2/2021,Johor,777,28801
11/2/2021,Kedah,228,6637
11/2/2021,Kelantan,48,3788
11/2/2021,Melaka,101,5536
11/2/2021,Negeri Sembilan,89,12843
11/2/2021,Pahang,21,3473
11/2/2021,Perak,82,7088
11/2/2021,Perlis,4,192
11/2/2021,Penang,144,9472
11/2/2021,Sabah,142,50997
11/2/2021,Sarawak,184,6190
11/2/2021,Selangor,1082,83283
11/2/2021,Terengganu,26,2702
11/2/2021,Kuala Lumpur,435,30781
11/2/2021,Labuan,14,2221
11/2/2021,Putrajaya,7,984
12/2/2021,Johor,742,29543
12/2/2021,Kedah,188,6825
12/2/2021,Kelantan,79,3867
12/2/2021,Melaka,45,5581
12/2/2021,Negeri Sembilan,118,12961
12/2/2021,Pahang,30,3503
12/2/2021,Perak,99,7187
12/2/2021,Perlis,0,192
12/2/2021,Penang,149,9621
12/2/2021,Sabah,118,51115
12/2/2021,Sarawak,83,6273
12/2/2021,Selangor,1214,84497
12/2/2021,Terengganu,72,2774
12/2/2021,Kuala Lumpur,374,31155
12/2/2021,Labuan,1,2222
12/2/2021,Putrajaya,6,990
13/2/2021,Johor,802,30345
13/2/2021,Kedah,111,6936
13/2/2021,Kelantan,44,3911
13/2/2021,Melaka,50,5631
13/2/2021,Negeri Sembilan,58,13019
13/2/2021,Pahang,13,3516
13/2/2021,Perak,121,7308
13/2/2021,Perlis,2,194
13/2/2021,Penang,138,9759
13/2/2021,Sabah,101,51216
13/2/2021,Sarawak,152,6425
13/2/2021,Selangor,1345,85842
13/2/2021,Terengganu,46,2820
13/2/2021,Kuala Lumpur,511,31666
13/2/2021,Labuan,2,2224
13/2/2021,Putrajaya,3,993
14/2/2021,Johor,492,30837
14/2/2021,Kedah,92,7028
14/2/2021,Kelantan,88,3999
14/2/2021,Melaka,11,5642
14/2/2021,Negeri Sembilan,40,13059
14/2/2021,Pahang,10,3526
14/2/2021,Perak,85,7393
14/2/2021,Perlis,0,194
14/2/2021,Penang,56,9815
14/2/2021,Sabah,116,51332
14/2/2021,Sarawak,161,6586
14/2/2021,Selangor,1103,86945
14/2/2021,Terengganu,51,2871
14/2/2021,Kuala Lumpur,154,31820
14/2/2021,Labuan,1,2225
14/2/2021,Putrajaya,4,997
15/2/2021,Johor,269,31106
15/2/2021,Kedah,33,7061
15/2/2021,Kelantan,31,4030
15/2/2021,Melaka,14,5656
15/2/2021,Negeri Sembilan,145,13204
15/2/2021,Pahang,15,3541
15/2/2021,Perak,83,7476
15/2/2021,Perlis,0,194
15/2/2021,Penang,91,9906
15/2/2021,Sabah,97,51429
15/2/2021,Sarawak,246,6832
15/2/2021,Selangor,910,87855
15/2/2021,Terengganu,53,2924
15/2/2021,Kuala Lumpur,182,32002
15/2/2021,Labuan,0,2225
15/2/2021,Putrajaya,7,1004
16/2/2021,Johor,451,31557
16/2/2021,Kedah,38,7099
16/2/2021,Kelantan,17,4047
16/2/2021,Melaka,14,5670
16/2/2021,Negeri Sembilan,64,13268
16/2/2021,Pahang,19,3560
16/2/2021,Perak,69,7545
16/2/2021,Perlis,0,194
16/2/2021,Penang,72,9978
16/2/2021,Sabah,132,51561
16/2/2021,Sarawak,193,7025
16/2/2021,Selangor,1300,89155
16/2/2021,Terengganu,26,2950
16/2/2021,Kuala Lumpur,318,32320
16/2/2021,Labuan,1,2226
16/2/2021,Putrajaya,6,1010
17/2/2021,Johor,436,31993
17/2/2021,Kedah,36,7135
17/2/2021,Kelantan,72,4119
17/2/2021,Melaka,20,5690
17/2/2021,Negeri Sembilan,233,13501
17/2/2021,Pahang,14,3574
17/2/2021,Perak,99,7644
17/2/2021,Perlis,0,194
17/2/2021,Penang,92,10070
17/2/2021,Sabah,94,51655
17/2/2021,Sarawak,200,7225
17/2/2021,Selangor,1382,90537
17/2/2021,Terengganu,91,3041
17/2/2021,Kuala Lumpur,226,32546
17/2/2021,Labuan,1,2227
17/2/2021,Putrajaya,2,1012
18/2/2021,Johor,426,32419
18/2/2021,Kedah,182,7317
18/2/2021,Kelantan,43,4162
18/2/2021,Melaka,38,5728
18/2/2021,Negeri Sembilan,81,13582
18/2/2021,Pahang,52,3626
18/2/2021,Perak,198,7842
18/2/2021,Perlis,6,200
18/2/2021,Penang,116,10186
18/2/2021,Sabah,114,51769
18/2/2021,Sarawak,200,7425
18/2/2021,Selangor,1013,91550
18/2/2021,Terengganu,19,3060
18/2/2021,Kuala Lumpur,212,32758
18/2/2021,Labuan,5,2232
18/2/2021,Putrajaya,7,1019
19/2/2021,Johor,730,33149
19/2/2021,Kedah,36,7353
19/2/2021,Kelantan,38,4200
19/2/2021,Melaka,26,5754
19/2/2021,Negeri Sembilan,191,13773
19/2/2021,Pahang,26,3652
19/2/2021,Perak,155,7997
19/2/2021,Perlis,0,200
19/2/2021,Penang,188,10374
19/2/2021,Sabah,101,51870
19/2/2021,Sarawak,199,7624
19/2/2021,Selangor,978,92528
19/2/2021,Terengganu,37,3097
19/2/2021,Kuala Lumpur,227,32985
19/2/2021,Labuan,1,2233
19/2/2021,Putrajaya,3,1022
20/2/2021,Johor,233,33382
20/2/2021,Kedah,101,7454
20/2/2021,Kelantan,257,4457
20/2/2021,Melaka,32,5786
20/2/2021,Negeri Sembilan,89,13862
20/2/2021,Pahang,42,3694
20/2/2021,Perak,108,8105
20/2/2021,Perlis,3,203
20/2/2021,Penang,87,10461
20/2/2021,Sabah,109,51979
20/2/2021,Sarawak,134,7758
20/2/2021,Selangor,1001,93529
20/2/2021,Terengganu,22,3119
20/2/2021,Kuala Lumpur,230,33215
20/2/2021,Labuan,0,2233
20/2/2021,Putrajaya,13,1035
21/2/2021,Johor,431,33813
21/2/2021,Kedah,15,7469
21/2/2021,Kelantan,30,4487
21/2/2021,Melaka,65,5851
21/2/2021,Negeri Sembilan,122,13984
21/2/2021,Pahang,9,3703
21/2/2021,Perak,1215,9320
21/2/2021,Perlis,0,203
21/2/2021,Penang,127,10588
21/2/2021,Sabah,85,52064
21/2/2021,Sarawak,185,7943
21/2/2021,Selangor,868,94397
21/2/2021,Terengganu,12,3131
21/2/2021,Kuala Lumpur,123,33338
21/2/2021,Labuan,3,2236
21/2/2021,Putrajaya,7,1042
22/2/2021,Johor,211,34024
22/2/2021,Kedah,26,7495
22/2/2021,Kelantan,28,4515
22/2/2021,Melaka,14,5865
22/2/2021,Negeri Sembilan,64,14048
22/2/2021,Pahang,7,3710
22/2/2021,Perak,148,9468
22/2/2021,Perlis,4,207
22/2/2021,Penang,135,10723
22/2/2021,Sabah,110,52174
22/2/2021,Sarawak,221,8164
22/2/2021,Selangor,910,95307
22/2/2021,Terengganu,4,3135
22/2/2021,Kuala Lumpur,303,33641
22/2/2021,Labuan,0,2236
22/2/2021,Putrajaya,7,1049
23/2/2021,Johor,428,34452
23/2/2021,Kedah,15,7510
23/2/2021,Kelantan,96,4611
23/2/2021,Melaka,22,5887
23/2/2021,Negeri Sembilan,100,14148
23/2/2021,Pahang,11,3721
23/2/2021,Perak,308,9776
23/2/2021,Perlis,0,207
23/2/2021,Penang,155,10878
23/2/2021,Sabah,94,52268
23/2/2021,Sarawak,133,8297
23/2/2021,Selangor,932,96239
23/2/2021,Terengganu,9,3144
23/2/2021,Kuala Lumpur,155,33796
23/2/2021,Labuan,6,2242
23/2/2021,Putrajaya,4,1053
24/2/2021,Johor,318,34770
24/2/2021,Kedah,17,7527
24/2/2021,Kelantan,53,4664
24/2/2021,Melaka,26,5913
24/2/2021,Negeri Sembilan,1392,15540
24/2/2021,Pahang,8,3729
24/2/2021,Perak,188,9964
24/2/2021,Perlis,0,207
24/2/2021,Penang,95,10973
24/2/2021,Sabah,105,52373
24/2/2021,Sarawak,353,8650
24/2/2021,Selangor,581,96820
24/2/2021,Terengganu,22,3166
24/2/2021,Kuala Lumpur,381,34177
24/2/2021,Labuan,5,2247
24/2/2021,Putrajaya,1,1054
25/2/2021,Johor,257,35027
25/2/2021,Kedah,29,7556
25/2/2021,Kelantan,44,4708
25/2/2021,Melaka,22,5935
25/2/2021,Negeri Sembilan,62,15602
25/2/2021,Pahang,19,3748
25/2/2021,Perak,120,10084
25/2/2021,Perlis,1,208
25/2/2021,Penang,162,11135
25/2/2021,Sabah,93,52466
25/2/2021,Sarawak,219,8869
25/2/2021,Selangor,666,97486
25/2/2021,Terengganu,6,3172
25/2/2021,Kuala Lumpur,218,34395
25/2/2021,Labuan,4,2251
25/2/2021,Putrajaya,2,1056
26/2/2021,Johor,276,35303
26/2/2021,Kedah,25,7581
26/2/2021,Kelantan,73,4781
26/2/2021,Melaka,13,5948
26/2/2021,Negeri Sembilan,68,15670
26/2/2021,Pahang,21,3769
26/2/2021,Perak,545,10629
26/2/2021,Perlis,4,212
26/2/2021,Penang,93,11228
26/2/2021,Sabah,129,52595
26/2/2021,Sarawak,250,9119
26/2/2021,Selangor,633,98119
26/2/2021,Terengganu,1,3173
26/2/2021,Kuala Lumpur,122,34517
26/2/2021,Labuan,0,2251
26/2/2021,Putrajaya,0,1056
27/2/2021,Johor,314,35617
27/2/2021,Kedah,17,7598
27/2/2021,Kelantan,68,4849
27/2/2021,Melaka,17,5965
27/2/2021,Negeri Sembilan,74,15744
27/2/2021,Pahang,8,3777
27/2/2021,Perak,305,10934
27/2/2021,Perlis,0,212
27/2/2021,Penang,155,11383
27/2/2021,Sabah,157,52752
27/2/2021,Sarawak,255,9374
27/2/2021,Selangor,862,98981
27/2/2021,Terengganu,11,3184
27/2/2021,Kuala Lumpur,117,34634
27/2/2021,Labuan,0,2251
27/2/2021,Putrajaya,4,1060
28/2/2021,Johor,340,35957
28/2/2021,Kedah,13,7611
28/2/2021,Kelantan,33,4882
28/2/2021,Melaka,10,5975
28/2/2021,Negeri Sembilan,65,15809
28/2/2021,Pahang,11,3788
28/2/2021,Perak,287,11221
28/2/2021,Perlis,0,212
28/2/2021,Penang,105,11488
28/2/2021,Sabah,134,52886
28/2/2021,Sarawak,171,9545
28/2/2021,Selangor,914,99895
28/2/2021,Terengganu,12,3196
28/2/2021,Kuala Lumpur,337,34971
28/2/2021,Labuan,2,2253
28/2/2021,Putrajaya,3,1063
1/3/2021,Johor,490,36447
1/3/2021,Kedah,16,7627
1/3/2021,Kelantan,36,4918
1/3/2021,Melaka,8,5983
1/3/2021,Negeri Sembilan,167,15976
1/3/2021,Pahang,8,3796
1/3/2021,Perak,144,11365
1/3/2021,Perlis,1,213
1/3/2021,Penang,85,11573
1/3/2021,Sabah,104,52990
1/3/2021,Sarawak,220,9765
1/3/2021,Selangor,453,100348
1/3/2021,Terengganu,15,3211
1/3/2021,Kuala Lumpur,75,35046
1/3/2021,Labuan,0,2253
1/3/2021,Putrajaya,6,1069
2/3/2021,Johor,163,36610
2/3/2021,Kedah,11,7638
2/3/2021,Kelantan,46,4964
2/3/2021,Melaka,11,5994
2/3/2021,Negeri Sembilan,115,16091
2/3/2021,Pahang,3,3799
2/3/2021,Perak,63,11428
2/3/2021,Perlis,0,213
2/3/2021,Penang,106,11679
2/3/2021,Sabah,53,53043
2/3/2021,Sarawak,159,9924
2/3/2021,Selangor,672,101020
2/3/2021,Terengganu,7,3218
2/3/2021,Kuala Lumpur,145,35191
2/3/2021,Labuan,0,2253
2/3/2021,Putrajaya,1,1070
3/3/2021,Johor,376,36986
3/3/2021,Kedah,40,7678
3/3/2021,Kelantan,33,4997
3/3/2021,Melaka,36,6030
3/3/2021,Negeri Sembilan,24,16115
3/3/2021,Pahang,36,3835
3/3/2021,Perak,136,11564
3/3/2021,Perlis,0,213
3/3/2021,Penang,90,11769
3/3/2021,Sabah,95,53138
3/3/2021,Sarawak,139,10063
3/3/2021,Selangor,640,101660
3/3/2021,Terengganu,5,3223
3/3/2021,Kuala Lumpur,92,35283
3/3/2021,Labuan,0,2253
3/3/2021,Putrajaya,3,1073
4/3/2021,Johor,255,37241
4/3/2021,Kedah,12,7690
4/3/2021,Kelantan,44,5041
4/3/2021,Melaka,3,6033
4/3/2021,Negeri Sembilan,91,16206
4/3/2021,Pahang,13,3848
4/3/2021,Perak,101,11665
4/3/2021,Perlis,1,214
4/3/2021,Penang,337,12106
4/3/2021,Sabah,78,53216
4/3/2021,Sarawak,361,10424
4/3/2021,Selangor,630,102290
4/3/2021,Terengganu,10,3233
4/3/2021,Kuala Lumpur,120,35403
4/3/2021,Labuan,0,2253
4/3/2021,Putrajaya,7,1080
5/3/2021,Johor,463,37704
5/3/2021,Kedah,9,7699
5/3/2021,Kelantan,57,5098
5/3/2021,Melaka,10,6043
5/3/2021,Negeri Sembilan,77,16283
5/3/2021,Pahang,38,3886
5/3/2021,Perak,109,11774
5/3/2021,Perlis,1,215
5/3/2021,Penang,119,12225
5/3/2021,Sabah,97,53313
5/3/2021,Sarawak,250,10674
5/3/2021,Selangor,794,103084
5/3/2021,Terengganu,16,3249
5/3/2021,Kuala Lumpur,108,35511
5/3/2021,Labuan,2,2255
5/3/2021,Putrajaya,4,1084
6/3/2021,Johor,139,37843
6/3/2021,Kedah,11,7710
6/3/2021,Kelantan,35,5133
6/3/2021,Melaka,10,6053
6/3/2021,Negeri Sembilan,89,16372
6/3/2021,Pahang,17,3903
6/3/2021,Perak,68,11842
6/3/2021,Perlis,0,215
6/3/2021,Penang,84,12309
6/3/2021,Sabah,74,53387
6/3/2021,Sarawak,221,10895
6/3/2021,Selangor,826,103910
6/3/2021,Terengganu,22,3271
6/3/2021,Kuala Lumpur,81,35592
6/3/2021,Labuan,1,2256
6/3/2021,Putrajaya,2,1086
7/3/2021,Johor,158,38001
7/3/2021,Kedah,15,7725
7/3/2021,Kelantan,12,5145
7/3/2021,Melaka,3,6056
7/3/2021,Negeri Sembilan,48,16420
7/3/2021,Pahang,12,3915
7/3/2021,Perak,48,11890
7/3/2021,Perlis,24,239
7/3/2021,Penang,172,12481
7/3/2021,Sabah,99,53486
7/3/2021,Sarawak,201,11096
7/3/2021,Selangor,746,104656
7/3/2021,Terengganu,10,3281
7/3/2021,Kuala Lumpur,125,35717
7/3/2021,Labuan,8,2264
7/3/2021,Putrajaya,2,1088
8/3/2021,Johor,120,38121
8/3/2021,Kedah,9,7734
8/3/2021,Kelantan,28,5173
8/3/2021,Melaka,4,6060
8/3/2021,Negeri Sembilan,89,16509
8/3/2021,Pahang,3,3918
8/3/2021,Perak,49,11939
8/3/2021,Perlis,17,256
8/3/2021,Penang,76,12557
8/3/2021,Sabah,71,53557
8/3/2021,Sarawak,252,11348
8/3/2021,Selangor,726,105382
