date,state,cases_new,Total cases as of date
3/7/2020,Terengganu,0,111
3/7/2020,Kuala Lumpur,0,2437
3/7/2020,Labuan,0,17
3/7/2020,Putrajaya,0,97
4/7/2020,Johor,0,692
4/7/2020,Kedah,0,97
4/7/2020,Kelantan,0,157
4/7/2020,Melaka,0,256
4/7/2020,Negeri Sembilan,1,1026
4/7/2020,Pahang,0,365
4/7/2020,Perak,0,258
4/7/2020,Perlis,0,18
4/7/2020,Penang,0,121
4/7/2020,Sabah,1,376
4/7/2020,Sarawak,0,571
4/7/2020,Selangor,7,2058
4/7/2020,Terengganu,0,111
4/7/2020,Kuala Lumpur,1,2438
4/7/2020,Labuan,0,17
4/7/2020,Putrajaya,0,97
5/7/2020,Johor,0,692
5/7/2020,Kedah,0,97
5/7/2020,Kelantan,0,157
5/7/2020,Melaka,0,256
5/7/2020,Negeri Sembilan,1,1027
5/7/2020,Pahang,0,365
5/7/2020,Perak,0,258
5/7/2020,Perlis,0,18
5/7/2020,Penang,0,121
5/7/2020,Sabah,2,378
5/7/2020,Sarawak,0,571
5/7/2020,Selangor,2,2060
5/7/2020,Terengganu,0,111
5/7/2020,Kuala Lumpur,0,2438
5/7/2020,Labuan,0,17
5/7/2020,Putrajaya,0,97
6/7/2020,Johor,1,693
6/7/2020,Kedah,0,97
6/7/2020,Kelantan,0,157
6/7/2020,Melaka,0,256
6/7/2020,Negeri Sembilan,0,1027
6/7/2020,Pahang,0,365
6/7/2020,Perak,0,258
6/7/2020,Perlis,0,18
6/7/2020,Penang,0,121
6/7/2020,Sabah,0,378
6/7/2020,Sarawak,1,572
6/7/2020,Selangor,2,2062
6/7/2020,Terengganu,0,111
6/7/2020,Kuala Lumpur,1,2439
6/7/2020,Labuan,0,17
6/7/2020,Putrajaya,0,97
7/7/2020,Johor,1,694
7/7/2020,Kedah,0,97
7/7/2020,Kelantan,0,157
7/7/2020,Melaka,0,256
7/7/2020,Negeri Sembilan,0,1027
7/7/2020,Pahang,0,365
7/7/2020,Perak,0,258
7/7/2020,Perlis,0,18
7/7/2020,Penang,0,121
7/7/2020,Sabah,0,378
7/7/2020,Sarawak,0,572
7/7/2020,Selangor,3,2065
7/7/2020,Terengganu,0,111
7/7/2020,Kuala Lumpur,2,2441
7/7/2020,Labuan,0,17
7/7/2020,Putrajaya,0,97
8/7/2020,Johor,0,694
8/7/2020,Kedah,0,97
8/7/2020,Kelantan,0,157
8/7/2020,Melaka,0,256
8/7/2020,Negeri Sembilan,0,1027
8/7/2020,Pahang,0,365
8/7/2020,Perak,0,258
8/7/2020,Perlis,0,18
8/7/2020,Penang,0,121
8/7/2020,Sabah,0,378
8/7/2020,Sarawak,1,573
8/7/2020,Selangor,1,2066
8/7/2020,Terengganu,0,111
8/7/2020,Kuala Lumpur,1,2442
8/7/2020,Labuan,0,17
8/7/2020,Putrajaya,0,97
9/7/2020,Johor,2,696
9/7/2020,Kedah,0,97
9/7/2020,Kelantan,0,157
9/7/2020,Melaka,0,256
9/7/2020,Negeri Sembilan,0,1027
9/7/2020,Pahang,0,365
9/7/2020,Perak,0,258
9/7/2020,Perlis,0,18
9/7/2020,Penang,0,121
9/7/2020,Sabah,0,378
9/7/2020,Sarawak,0,573
9/7/2020,Selangor,4,2070
9/7/2020,Terengganu,0,111
9/7/2020,Kuala Lumpur,0,2442
9/7/2020,Labuan,0,17
9/7/2020,Putrajaya,0,97
10/7/2020,Johor,1,697
10/7/2020,Kedah,1,98
10/7/2020,Kelantan,0,157
10/7/2020,Melaka,0,256
10/7/2020,Negeri Sembilan,0,1027
10/7/2020,Pahang,0,365
10/7/2020,Perak,0,258
10/7/2020,Perlis,0,18
10/7/2020,Penang,0,121
10/7/2020,Sabah,0,378
10/7/2020,Sarawak,2,575
10/7/2020,Selangor,6,2076
10/7/2020,Terengganu,0,111
10/7/2020,Kuala Lumpur,3,2445
10/7/2020,Labuan,0,17
10/7/2020,Putrajaya,0,97
11/7/2020,Johor,2,699
11/7/2020,Kedah,0,98
11/7/2020,Kelantan,0,157
11/7/2020,Melaka,0,256
11/7/2020,Negeri Sembilan,0,1027
11/7/2020,Pahang,0,365
11/7/2020,Perak,0,258
11/7/2020,Perlis,0,18
11/7/2020,Penang,0,121
11/7/2020,Sabah,1,379
11/7/2020,Sarawak,2,577
11/7/2020,Selangor,3,2079
11/7/2020,Terengganu,0,111
11/7/2020,Kuala Lumpur,0,2445
11/7/2020,Labuan,0,17
11/7/2020,Putrajaya,0,97
12/7/2020,Johor,0,699
12/7/2020,Kedah,0,98
12/7/2020,Kelantan,0,157
12/7/2020,Melaka,1,257
12/7/2020,Negeri Sembilan,0,1027
12/7/2020,Pahang,0,365
12/7/2020,Perak,0,258
12/7/2020,Perlis,0,18
12/7/2020,Penang,0,121
12/7/2020,Sabah,1,380
12/7/2020,Sarawak,2,579
12/7/2020,Selangor,9,2088
12/7/2020,Terengganu,0,111
12/7/2020,Kuala Lumpur,0,2445
12/7/2020,Labuan,0,17
12/7/2020,Putrajaya,1,98
13/7/2020,Johor,0,699
13/7/2020,Kedah,1,99
13/7/2020,Kelantan,0,157
13/7/2020,Melaka,1,258
13/7/2020,Negeri Sembilan,0,1027
13/7/2020,Pahang,0,365
13/7/2020,Perak,0,258
13/7/2020,Perlis,0,18
13/7/2020,Penang,0,121
13/7/2020,Sabah,0,380
13/7/2020,Sarawak,1,580
13/7/2020,Selangor,4,2092
13/7/2020,Terengganu,0,111
13/7/2020,Kuala Lumpur,0,2445
13/7/2020,Labuan,0,17
13/7/2020,Putrajaya,0,98
14/7/2020,Johor,2,701
14/7/2020,Kedah,0,99
14/7/2020,Kelantan,0,157
14/7/2020,Melaka,0,258
14/7/2020,Negeri Sembilan,0,1027
14/7/2020,Pahang,0,365
14/7/2020,Perak,0,258
14/7/2020,Perlis,0,18
14/7/2020,Penang,0,121
14/7/2020,Sabah,0,380
14/7/2020,Sarawak,0,580
14/7/2020,Selangor,1,2093
14/7/2020,Terengganu,0,111
14/7/2020,Kuala Lumpur,1,2446
14/7/2020,Labuan,0,17
14/7/2020,Putrajaya,0,98
15/7/2020,Johor,0,701
15/7/2020,Kedah,0,99
15/7/2020,Kelantan,0,157
15/7/2020,Melaka,0,258
15/7/2020,Negeri Sembilan,0,1027
15/7/2020,Pahang,0,365
15/7/2020,Perak,0,258
15/7/2020,Perlis,0,18
15/7/2020,Penang,0,121
15/7/2020,Sabah,0,380
15/7/2020,Sarawak,3,583
15/7/2020,Selangor,1,2094
15/7/2020,Terengganu,0,111
15/7/2020,Kuala Lumpur,1,2447
15/7/2020,Labuan,0,17
15/7/2020,Putrajaya,0,98
16/7/2020,Johor,0,701
16/7/2020,Kedah,0,99
16/7/2020,Kelantan,0,157
16/7/2020,Melaka,0,258
16/7/2020,Negeri Sembilan,0,1027
16/7/2020,Pahang,0,365
16/7/2020,Perak,0,258
16/7/2020,Perlis,0,18
16/7/2020,Penang,0,121
16/7/2020,Sabah,0,380
16/7/2020,Sarawak,1,584
16/7/2020,Selangor,0,2094
16/7/2020,Terengganu,1,112
16/7/2020,Kuala Lumpur,1,2448
16/7/2020,Labuan,0,17
16/7/2020,Putrajaya,0,98
17/7/2020,Johor,0,701
17/7/2020,Kedah,0,99
17/7/2020,Kelantan,0,157
17/7/2020,Melaka,0,258
17/7/2020,Negeri Sembilan,0,1027
17/7/2020,Pahang,0,365
17/7/2020,Perak,0,258
17/7/2020,Perlis,0,18
17/7/2020,Penang,0,121
17/7/2020,Sabah,1,381
17/7/2020,Sarawak,10,594
17/7/2020,Selangor,4,2098
17/7/2020,Terengganu,2,114
17/7/2020,Kuala Lumpur,1,2449
17/7/2020,Labuan,0,17
17/7/2020,Putrajaya,0,98
18/7/2020,Johor,0,701
18/7/2020,Kedah,0,99
18/7/2020,Kelantan,1,158
18/7/2020,Melaka,0,258
18/7/2020,Negeri Sembilan,0,1027
18/7/2020,Pahang,0,365
18/7/2020,Perak,0,258
18/7/2020,Perlis,0,18
18/7/2020,Penang,0,121
18/7/2020,Sabah,0,381
18/7/2020,Sarawak,7,601
18/7/2020,Selangor,1,2099
18/7/2020,Terengganu,0,114
18/7/2020,Kuala Lumpur,0,2449
18/7/2020,Labuan,0,17
18/7/2020,Putrajaya,0,98
19/7/2020,Johor,1,702
19/7/2020,Kedah,0,99
19/7/2020,Kelantan,0,158
19/7/2020,Melaka,0,258
19/7/2020,Negeri Sembilan,0,1027
19/7/2020,Pahang,0,365
19/7/2020,Perak,2,260
19/7/2020,Perlis,0,18
19/7/2020,Penang,0,121
19/7/2020,Sabah,1,382
19/7/2020,Sarawak,6,607
19/7/2020,Selangor,4,2103
19/7/2020,Terengganu,0,114
19/7/2020,Kuala Lumpur,1,2450
19/7/2020,Labuan,0,17
19/7/2020,Putrajaya,0,98
20/7/2020,Johor,14,716
20/7/2020,Kedah,1,100
20/7/2020,Kelantan,0,158
20/7/2020,Melaka,0,258
20/7/2020,Negeri Sembilan,1,1028
20/7/2020,Pahang,0,365
20/7/2020,Perak,0,260
20/7/2020,Perlis,0,18
20/7/2020,Penang,0,121
20/7/2020,Sabah,0,382
20/7/2020,Sarawak,1,608
20/7/2020,Selangor,4,2107
20/7/2020,Terengganu,0,114
20/7/2020,Kuala Lumpur,0,2450
20/7/2020,Labuan,0,17
20/7/2020,Putrajaya,0,98
21/7/2020,Johor,0,716
21/7/2020,Kedah,0,100
21/7/2020,Kelantan,0,158
21/7/2020,Melaka,0,258
21/7/2020,Negeri Sembilan,0,1028
21/7/2020,Pahang,0,365
21/7/2020,Perak,0,260
21/7/2020,Perlis,0,18
21/7/2020,Penang,0,121
21/7/2020,Sabah,1,383
21/7/2020,Sarawak,11,619
21/7/2020,Selangor,2,2109
21/7/2020,Terengganu,0,114
21/7/2020,Kuala Lumpur,1,2451
21/7/2020,Labuan,0,17
21/7/2020,Putrajaya,0,98
22/7/2020,Johor,1,717
22/7/2020,Kedah,0,100
22/7/2020,Kelantan,0,158
22/7/2020,Melaka,0,258
22/7/2020,Negeri Sembilan,0,1028
22/7/2020,Pahang,0,365
22/7/2020,Perak,1,261
22/7/2020,Perlis,0,18
22/7/2020,Penang,0,121
22/7/2020,Sabah,0,383
22/7/2020,Sarawak,9,628
22/7/2020,Selangor,3,2112
22/7/2020,Terengganu,0,114
22/7/2020,Kuala Lumpur,2,2453
22/7/2020,Labuan,0,17
22/7/2020,Putrajaya,0,98
23/7/2020,Johor,1,718
23/7/2020,Kedah,0,100
23/7/2020,Kelantan,1,159
23/7/2020,Melaka,0,258
23/7/2020,Negeri Sembilan,0,1028
23/7/2020,Pahang,1,366
23/7/2020,Perak,0,261
23/7/2020,Perlis,0,18
23/7/2020,Penang,0,121
23/7/2020,Sabah,1,384
23/7/2020,Sarawak,4,632
23/7/2020,Selangor,0,2112
23/7/2020,Terengganu,0,114
23/7/2020,Kuala Lumpur,1,2454
23/7/2020,Labuan,0,17
23/7/2020,Putrajaya,0,98
24/7/2020,Johor,2,720
24/7/2020,Kedah,0,100
24/7/2020,Kelantan,0,159
24/7/2020,Melaka,0,258
24/7/2020,Negeri Sembilan,0,1028
24/7/2020,Pahang,3,369
24/7/2020,Perak,1,262
24/7/2020,Perlis,0,18
24/7/2020,Penang,0,121
24/7/2020,Sabah,0,384
24/7/2020,Sarawak,9,641
24/7/2020,Selangor,3,2115
24/7/2020,Terengganu,0,114
24/7/2020,Kuala Lumpur,3,2457
24/7/2020,Labuan,0,17
24/7/2020,Putrajaya,0,98
25/7/2020,Johor,10,730
25/7/2020,Kedah,0,100
25/7/2020,Kelantan,0,159
25/7/2020,Melaka,0,258
25/7/2020,Negeri Sembilan,0,1028
25/7/2020,Pahang,0,369
25/7/2020,Perak,0,262
25/7/2020,Perlis,0,18
25/7/2020,Penang,0,121
25/7/2020,Sabah,0,384
25/7/2020,Sarawak,8,649
25/7/2020,Selangor,3,2118
25/7/2020,Terengganu,0,114
25/7/2020,Kuala Lumpur,1,2458
25/7/2020,Labuan,1,18
25/7/2020,Putrajaya,0,98
26/7/2020,Johor,7,737
26/7/2020,Kedah,0,100
26/7/2020,Kelantan,1,160
26/7/2020,Melaka,0,258
26/7/2020,Negeri Sembilan,0,1028
26/7/2020,Pahang,1,370
26/7/2020,Perak,0,262
26/7/2020,Perlis,0,18
26/7/2020,Penang,0,121
26/7/2020,Sabah,1,385
26/7/2020,Sarawak,1,650
26/7/2020,Selangor,0,2118
26/7/2020,Terengganu,0,114
26/7/2020,Kuala Lumpur,2,2460
26/7/2020,Labuan,0,18
26/7/2020,Putrajaya,0,98
27/7/2020,Johor,0,737
27/7/2020,Kedah,0,100
27/7/2020,Kelantan,0,160
27/7/2020,Melaka,0,258
27/7/2020,Negeri Sembilan,0,1028
27/7/2020,Pahang,0,370
27/7/2020,Perak,0,262
27/7/2020,Perlis,0,18
27/7/2020,Penang,0,121
27/7/2020,Sabah,4,389
27/7/2020,Sarawak,0,650
27/7/2020,Selangor,1,2119
27/7/2020,Terengganu,0,114
27/7/2020,Kuala Lumpur,2,2462
27/7/2020,Labuan,0,18
27/7/2020,Putrajaya,0,98
28/7/2020,Johor,0,737
28/7/2020,Kedah,6,106
28/7/2020,Kelantan,0,160
28/7/2020,Melaka,0,258
28/7/2020,Negeri Sembilan,0,1028
28/7/2020,Pahang,0,370
28/7/2020,Perak,0,262
28/7/2020,Perlis,0,18
28/7/2020,Penang,0,121
28/7/2020,Sabah,3,392
28/7/2020,Sarawak,25,675
28/7/2020,Selangor,0,2119
28/7/2020,Terengganu,0,114
28/7/2020,Kuala Lumpur,4,2466
28/7/2020,Labuan,1,19
28/7/2020,Putrajaya,0,98
29/7/2020,Johor,1,738
29/7/2020,Kedah,0,106
29/7/2020,Kelantan,0,160
29/7/2020,Melaka,0,258
29/7/2020,Negeri Sembilan,0,1028
29/7/2020,Pahang,0,370
29/7/2020,Perak,0,262
29/7/2020,Perlis,1,19
29/7/2020,Penang,0,121
29/7/2020,Sabah,1,393
29/7/2020,Sarawak,2,677
29/7/2020,Selangor,1,2120
29/7/2020,Terengganu,0,114
29/7/2020,Kuala Lumpur,7,2473
29/7/2020,Labuan,0,19
29/7/2020,Putrajaya,0,98
30/7/2020,Johor,1,739
30/7/2020,Kedah,1,107
30/7/2020,Kelantan,0,160
30/7/2020,Melaka,0,258
30/7/2020,Negeri Sembilan,0,1028
30/7/2020,Pahang,0,370
30/7/2020,Perak,0,262
30/7/2020,Perlis,0,19
30/7/2020,Penang,0,121
30/7/2020,Sabah,4,397
30/7/2020,Sarawak,0,677
30/7/2020,Selangor,1,2121
30/7/2020,Terengganu,0,114
30/7/2020,Kuala Lumpur,1,2474
30/7/2020,Labuan,0,19
30/7/2020,Putrajaya,0,98
31/7/2020,Johor,3,742
31/7/2020,Kedah,2,109
31/7/2020,Kelantan,0,160
31/7/2020,Melaka,0,258
31/7/2020,Negeri Sembilan,1,1029
31/7/2020,Pahang,0,370
31/7/2020,Perak,0,262
31/7/2020,Perlis,0,19
31/7/2020,Penang,0,121
31/7/2020,Sabah,1,398
31/7/2020,Sarawak,1,678
31/7/2020,Selangor,1,2122
31/7/2020,Terengganu,0,114
31/7/2020,Kuala Lumpur,3,2477
31/7/2020,Labuan,0,19
31/7/2020,Putrajaya,0,98
1/8/2020,Johor,0,742
1/8/2020,Kedah,1,110
1/8/2020,Kelantan,0,160
1/8/2020,Melaka,0,258
1/8/2020,Negeri Sembilan,0,1029
1/8/2020,Pahang,0,370
1/8/2020,Perak,2,264
1/8/2020,Perlis,0,19
1/8/2020,Penang,0,121
1/8/2020,Sabah,0,398
1/8/2020,Sarawak,0,678
1/8/2020,Selangor,6,2128
1/8/2020,Terengganu,0,114
1/8/2020,Kuala Lumpur,0,2477
1/8/2020,Labuan,0,19
1/8/2020,Putrajaya,0,98
2/8/2020,Johor,0,742
2/8/2020,Kedah,11,121
2/8/2020,Kelantan,0,160
2/8/2020,Melaka,0,258
2/8/2020,Negeri Sembilan,0,1029
2/8/2020,Pahang,0,370
2/8/2020,Perak,0,264
2/8/2020,Perlis,0,19
2/8/2020,Penang,0,121
2/8/2020,Sabah,2,400
2/8/2020,Sarawak,0,678
2/8/2020,Selangor,1,2129
2/8/2020,Terengganu,0,114
2/8/2020,Kuala Lumpur,0,2477
2/8/2020,Labuan,0,19
2/8/2020,Putrajaya,0,98
3/8/2020,Johor,0,742
3/8/2020,Kedah,1,122
3/8/2020,Kelantan,0,160
3/8/2020,Melaka,0,258
3/8/2020,Negeri Sembilan,0,1029
3/8/2020,Pahang,0,370
3/8/2020,Perak,0,264
3/8/2020,Perlis,0,19
3/8/2020,Penang,0,121
3/8/2020,Sabah,0,400
3/8/2020,Sarawak,0,678
3/8/2020,Selangor,0,2129
3/8/2020,Terengganu,0,114
3/8/2020,Kuala Lumpur,0,2477
3/8/2020,Labuan,1,20
3/8/2020,Putrajaya,0,98
4/8/2020,Johor,0,742
4/8/2020,Kedah,0,122
4/8/2020,Kelantan,0,160
4/8/2020,Melaka,0,258
4/8/2020,Negeri Sembilan,0,1029
4/8/2020,Pahang,0,370
4/8/2020,Perak,0,264
4/8/2020,Perlis,1,20
4/8/2020,Penang,0,121
4/8/2020,Sabah,0,400
4/8/2020,Sarawak,0,678
4/8/2020,Selangor,0,2129
4/8/2020,Terengganu,0,114
4/8/2020,Kuala Lumpur,0,2477
4/8/2020,Labuan,0,20
4/8/2020,Putrajaya,0,98
5/8/2020,Johor,1,743
5/8/2020,Kedah,3,125
5/8/2020,Kelantan,0,160
5/8/2020,Melaka,0,258
5/8/2020,Negeri Sembilan,0,1029
5/8/2020,Pahang,0,370
5/8/2020,Perak,0,264
5/8/2020,Perlis,0,20
5/8/2020,Penang,0,121
5/8/2020,Sabah,2,402
5/8/2020,Sarawak,0,678
5/8/2020,Selangor,0,2129
5/8/2020,Terengganu,0,114
5/8/2020,Kuala Lumpur,15,2492
5/8/2020,Labuan,0,20
5/8/2020,Putrajaya,0,98
6/8/2020,Johor,0,743
6/8/2020,Kedah,6,131
6/8/2020,Kelantan,0,160
6/8/2020,Melaka,0,258
6/8/2020,Negeri Sembilan,2,1031
6/8/2020,Pahang,0,370
6/8/2020,Perak,0,264
6/8/2020,Perlis,0,20
6/8/2020,Penang,0,121
6/8/2020,Sabah,4,406
6/8/2020,Sarawak,0,678
6/8/2020,Selangor,0,2129
6/8/2020,Terengganu,0,114
6/8/2020,Kuala Lumpur,2,2494
6/8/2020,Labuan,1,21
6/8/2020,Putrajaya,0,98
7/8/2020,Johor,1,744
7/8/2020,Kedah,1,132
7/8/2020,Kelantan,0,160
7/8/2020,Melaka,0,258
7/8/2020,Negeri Sembilan,0,1031
7/8/2020,Pahang,0,370
7/8/2020,Perak,2,266
7/8/2020,Perlis,10,30
7/8/2020,Penang,1,122
7/8/2020,Sabah,4,410
7/8/2020,Sarawak,1,679
7/8/2020,Selangor,2,2131
7/8/2020,Terengganu,0,114
7/8/2020,Kuala Lumpur,3,2497
7/8/2020,Labuan,0,21
7/8/2020,Putrajaya,0,98
8/8/2020,Johor,0,744
8/8/2020,Kedah,0,132
8/8/2020,Kelantan,0,160
8/8/2020,Melaka,0,258
8/8/2020,Negeri Sembilan,1,1032
8/8/2020,Pahang,0,370
8/8/2020,Perak,0,266
8/8/2020,Perlis,0,30
8/8/2020,Penang,0,122
8/8/2020,Sabah,0,410
8/8/2020,Sarawak,1,680
8/8/2020,Selangor,1,2132
8/8/2020,Terengganu,0,114
8/8/2020,Kuala Lumpur,3,2500
8/8/2020,Labuan,1,22
8/8/2020,Putrajaya,0,98
9/8/2020,Johor,0,744
9/8/2020,Kedah,0,132
9/8/2020,Kelantan,0,160
9/8/2020,Melaka,0,258
9/8/2020,Negeri Sembilan,0,1032
9/8/2020,Pahang,0,370
9/8/2020,Perak,0,266
9/8/2020,Perlis,0,30
9/8/2020,Penang,3,125
9/8/2020,Sabah,0,410
9/8/2020,Sarawak,1,681
9/8/2020,Selangor,1,2133
9/8/2020,Terengganu,0,114
9/8/2020,Kuala Lumpur,7,2507
9/8/2020,Labuan,0,22
9/8/2020,Putrajaya,1,99
10/8/2020,Johor,2,746
10/8/2020,Kedah,0,132
10/8/2020,Kelantan,0,160
10/8/2020,Melaka,1,259
10/8/2020,Negeri Sembilan,0,1032
10/8/2020,Pahang,0,370
10/8/2020,Perak,3,269
10/8/2020,Perlis,0,30
10/8/2020,Penang,0,125
10/8/2020,Sabah,0,410
10/8/2020,Sarawak,0,681
10/8/2020,Selangor,4,2137
10/8/2020,Terengganu,0,114
10/8/2020,Kuala Lumpur,1,2508
10/8/2020,Labuan,0,22
10/8/2020,Putrajaya,0,99
11/8/2020,Johor,1,747
11/8/2020,Kedah,0,132
11/8/2020,Kelantan,0,160
11/8/2020,Melaka,0,259
11/8/2020,Negeri Sembilan,0,1032
11/8/2020,Pahang,0,370
11/8/2020,Perak,0,269
11/8/2020,Perlis,0,30
11/8/2020,Penang,0,125
11/8/2020,Sabah,1,411
11/8/2020,Sarawak,0,681
11/8/2020,Selangor,1,2138
11/8/2020,Terengganu,0,114
11/8/2020,Kuala Lumpur,6,2514
11/8/2020,Labuan,0,22
11/8/2020,Putrajaya,0,99
12/8/2020,Johor,2,749
12/8/2020,Kedah,2,134
12/8/2020,Kelantan,0,160
12/8/2020,Melaka,0,259
12/8/2020,Negeri Sembilan,0,1032
12/8/2020,Pahang,0,370
12/8/2020,Perak,0,269
12/8/2020,Perlis,0,30
12/8/2020,Penang,0,125
12/8/2020,Sabah,4,415
12/8/2020,Sarawak,0,681
12/8/2020,Selangor,0,2138
12/8/2020,Terengganu,0,114
12/8/2020,Kuala Lumpur,3,2517
12/8/2020,Labuan,0,22
12/8/2020,Putrajaya,0,99
13/8/2020,Johor,0,749
13/8/2020,Kedah,9,143
13/8/2020,Kelantan,0,160
13/8/2020,Melaka,0,259
13/8/2020,Negeri Sembilan,0,1032
13/8/2020,Pahang,0,370
13/8/2020,Perak,0,269
13/8/2020,Perlis,0,30
13/8/2020,Penang,0,125
13/8/2020,Sabah,0,415
13/8/2020,Sarawak,0,681
13/8/2020,Selangor,3,2141
13/8/2020,Terengganu,0,114
13/8/2020,Kuala Lumpur,3,2520
13/8/2020,Labuan,0,22
13/8/2020,Putrajaya,0,99
14/8/2020,Johor,0,749
14/8/2020,Kedah,12,155
14/8/2020,Kelantan,0,160
14/8/2020,Melaka,0,259
14/8/2020,Negeri Sembilan,0,1032
14/8/2020,Pahang,0,370
14/8/2020,Perak,0,269
14/8/2020,Perlis,0,30
14/8/2020,Penang,1,126
14/8/2020,Sabah,0,415
14/8/2020,Sarawak,1,682
14/8/2020,Selangor,2,2143
14/8/2020,Terengganu,0,114
14/8/2020,Kuala Lumpur,4,2524
14/8/2020,Labuan,0,22
14/8/2020,Putrajaya,0,99
15/8/2020,Johor,1,750
15/8/2020,Kedah,14,169
15/8/2020,Kelantan,0,160
15/8/2020,Melaka,0,259
15/8/2020,Negeri Sembilan,2,1034
15/8/2020,Pahang,0,370
15/8/2020,Perak,0,269
15/8/2020,Perlis,1,31
15/8/2020,Penang,2,128
15/8/2020,Sabah,0,415
15/8/2020,Sarawak,0,682
15/8/2020,Selangor,0,2143
15/8/2020,Terengganu,0,114
15/8/2020,Kuala Lumpur,6,2530
15/8/2020,Labuan,0,22
15/8/2020,Putrajaya,0,99
16/8/2020,Johor,0,750
16/8/2020,Kedah,5,174
16/8/2020,Kelantan,0,160
16/8/2020,Melaka,0,259
16/8/2020,Negeri Sembilan,0,1034
16/8/2020,Pahang,0,370
16/8/2020,Perak,0,269
16/8/2020,Perlis,0,31
16/8/2020,Penang,1,129
16/8/2020,Sabah,1,416
16/8/2020,Sarawak,0,682
16/8/2020,Selangor,5,2148
16/8/2020,Terengganu,0,114
16/8/2020,Kuala Lumpur,13,2543
16/8/2020,Labuan,0,22
16/8/2020,Putrajaya,0,99
17/8/2020,Johor,0,750
17/8/2020,Kedah,6,180
17/8/2020,Kelantan,0,160
17/8/2020,Melaka,0,259
17/8/2020,Negeri Sembilan,0,1034
17/8/2020,Pahang,0,370
17/8/2020,Perak,0,269
17/8/2020,Perlis,0,31
17/8/2020,Penang,3,132
17/8/2020,Sabah,0,416
17/8/2020,Sarawak,0,682
17/8/2020,Selangor,1,2149
17/8/2020,Terengganu,0,114
17/8/2020,Kuala Lumpur,2,2545
17/8/2020,Labuan,0,22
17/8/2020,Putrajaya,0,99
18/8/2020,Johor,0,750
18/8/2020,Kedah,3,183
18/8/2020,Kelantan,0,160
18/8/2020,Melaka,0,259
18/8/2020,Negeri Sembilan,0,1034
18/8/2020,Pahang,0,370
18/8/2020,Perak,0,269
18/8/2020,Perlis,0,31
18/8/2020,Penang,0,132
18/8/2020,Sabah,0,416
18/8/2020,Sarawak,0,682
18/8/2020,Selangor,0,2149
18/8/2020,Terengganu,0,114
18/8/2020,Kuala Lumpur,4,2549
18/8/2020,Labuan,0,22
18/8/2020,Putrajaya,0,99
19/8/2020,Johor,1,751
19/8/2020,Kedah,7,190
19/8/2020,Kelantan,0,160
19/8/2020,Melaka,0,259
19/8/2020,Negeri Sembilan,0,1034
19/8/2020,Pahang,0,370
19/8/2020,Perak,0,269
19/8/2020,Perlis,0,31
19/8/2020,Penang,4,136
19/8/2020,Sabah,0,416
19/8/2020,Sarawak,0,682
19/8/2020,Selangor,0,2149
19/8/2020,Terengganu,0,114
19/8/2020,Kuala Lumpur,3,2552
19/8/2020,Labuan,1,23
19/8/2020,Putrajaya,0,99
20/8/2020,Johor,0,751
20/8/2020,Kedah,0,190
20/8/2020,Kelantan,0,160
20/8/2020,Melaka,0,259
20/8/2020,Negeri Sembilan,0,1034
20/8/2020,Pahang,0,370
20/8/2020,Perak,0,269
20/8/2020,Perlis,0,31
20/8/2020,Penang,0,136
20/8/2020,Sabah,0,416
20/8/2020,Sarawak,4,686
20/8/2020,Selangor,1,2150
20/8/2020,Terengganu,0,114
20/8/2020,Kuala Lumpur,0,2552
20/8/2020,Labuan,0,23
20/8/2020,Putrajaya,0,99
21/8/2020,Johor,0,751
21/8/2020,Kedah,3,193
21/8/2020,Kelantan,0,160
21/8/2020,Melaka,0,259
21/8/2020,Negeri Sembilan,0,1034
21/8/2020,Pahang,0,370
21/8/2020,Perak,0,269
21/8/2020,Perlis,0,31
21/8/2020,Penang,0,136
21/8/2020,Sabah,0,416
21/8/2020,Sarawak,1,687
21/8/2020,Selangor,2,2152
21/8/2020,Terengganu,0,114
21/8/2020,Kuala Lumpur,3,2555
21/8/2020,Labuan,0,23
21/8/2020,Putrajaya,0,99
22/8/2020,Johor,0,751
22/8/2020,Kedah,5,198
22/8/2020,Kelantan,0,160
22/8/2020,Melaka,0,259
22/8/2020,Negeri Sembilan,0,1034
22/8/2020,Pahang,0,370
22/8/2020,Perak,0,269
22/8/2020,Perlis,0,31
22/8/2020,Penang,0,136
22/8/2020,Sabah,1,417
22/8/2020,Sarawak,1,688
22/8/2020,Selangor,0,2152
22/8/2020,Terengganu,0,114
22/8/2020,Kuala Lumpur,1,2556
22/8/2020,Labuan,0,23
22/8/2020,Putrajaya,0,99
23/8/2020,Johor,0,751
23/8/2020,Kedah,2,200
23/8/2020,Kelantan,0,160
23/8/2020,Melaka,0,259
23/8/2020,Negeri Sembilan,0,1034
23/8/2020,Pahang,0,370
23/8/2020,Perak,0,269
23/8/2020,Perlis,0,31
23/8/2020,Penang,0,136
23/8/2020,Sabah,0,417
23/8/2020,Sarawak,3,691
23/8/2020,Selangor,2,2154
23/8/2020,Terengganu,0,114
23/8/2020,Kuala Lumpur,3,2559
23/8/2020,Labuan,0,23
23/8/2020,Putrajaya,0,99
24/8/2020,Johor,0,751
24/8/2020,Kedah,0,200
24/8/2020,Kelantan,0,160
24/8/2020,Melaka,0,259
24/8/2020,Negeri Sembilan,0,1034
